"CAS Number","Chemical Name","Species Common Name","Effect","Effect Measurement","Endpoint","Year","Records","Citation"
"111988499","Thiacloprid","Predatory Mite","Mortality","Mortality","NR","2017","3","Kuk,Y., and S. Kim (2017). Impacts of Selected Insecticides on the Predatory Mite, Neoseiulus californicus (Acari: Phytoselldae). J. Entomol. Sci., 52, (1), 60-67. doi:10.18474/JES16-21.1. ECOREF#:191706"
"111988499","Thiacloprid","Predatory Mite","Mortality","Survival","NOEL","2017","6","Kuk,Y.I., and S.S. Kim (2017). Impacts of Selected Insecticides on the Predatory Mite, Neoseiulus californicus (Acari: Phytoseiidae). J. Entomol. Sci., 52, (1), 60-67. doi:10.18474/JES16-21.1. ECOREF#:177621"
"111988499","Thiacloprid","Predatory Mite","Mortality","Survival","NOEL","2017","6","Kuk,Y., and S. Kim (2017). Impacts of Selected Insecticides on the Predatory Mite, Neoseiulus californicus (Acari: Phytoselldae). J. Entomol. Sci., 52, (1), 60-67. doi:10.18474/JES16-21.1. ECOREF#:191706"
"111988499","Thiacloprid","Predatory Mite","Reproduction","Fecundity","LOEL","2017","1","Kuk,Y.I., and S.S. Kim (2017). Impacts of Selected Insecticides on the Predatory Mite, Neoseiulus californicus (Acari: Phytoseiidae). J. Entomol. Sci., 52, (1), 60-67. doi:10.18474/JES16-21.1. ECOREF#:177621"
"111988499","Thiacloprid","Predatory Mite","Reproduction","Hatch","NOEL","2017","1","Kuk,Y., and S. Kim (2017). Impacts of Selected Insecticides on the Predatory Mite, Neoseiulus californicus (Acari: Phytoselldae). J. Entomol. Sci., 52, (1), 60-67. doi:10.18474/JES16-21.1. ECOREF#:191706"
"111988499","Thiacloprid","Predatory Mite","Reproduction","Progeny counts/numbers","LOEL","2017","1","Kuk,Y., and S. Kim (2017). Impacts of Selected Insecticides on the Predatory Mite, Neoseiulus californicus (Acari: Phytoselldae). J. Entomol. Sci., 52, (1), 60-67. doi:10.18474/JES16-21.1. ECOREF#:191706"
"111988499","Thiacloprid","Red Mason Bee","Genetics","Gene expression","LOEL","2019","1","Beadle,K., K.S. Singh, B.J. Troczka, E. Randall, M. Zaworra, C.T. Zimmer, A. Hayward, R. Reid, L. Kor, M. Kohler, B. Bu (2019). Genomic Insights into Neonicotinoid Sensitivity in the Solitary Bee Osmia bicornis. PLoS Genet., 15, (2), 19 p. doi:10.1371/journal.pgen.1007903. ECOREF#:191117"
"111988499","Thiacloprid","Red Mason Bee","Genetics","Multiple measurement terms entered","NR","2019","1","Beadle,K., K.S. Singh, B.J. Troczka, E. Randall, M. Zaworra, C.T. Zimmer, A. Hayward, R. Reid, L. Kor, M. Kohler, B. Bu (2019). Genomic Insights into Neonicotinoid Sensitivity in the Solitary Bee Osmia bicornis. PLoS Genet., 15, (2), 19 p. doi:10.1371/journal.pgen.1007903. ECOREF#:191117"
"111988499","Thiacloprid","Red Mason Bee","Mortality","Mortality","LC50","2019","2","Beadle,K., K.S. Singh, B.J. Troczka, E. Randall, M. Zaworra, C.T. Zimmer, A. Hayward, R. Reid, L. Kor, M. Kohler, B. Bu (2019). Genomic Insights into Neonicotinoid Sensitivity in the Solitary Bee Osmia bicornis. PLoS Genet., 15, (2), 19 p. doi:10.1371/journal.pgen.1007903. ECOREF#:191117"
"111988499","Thiacloprid","Red Mason Bee","Mortality","Mortality","LD50","2019","2","Uhl,P., O. Awanbor, R.S. Schulz, and C.A. Bruhl (2019). Is Osmia bicornis an Adequate Regulatory Surrogate? Comparing its Acute Contact Sensitivity to Apis mellifera. PLoS One, 14, (8), 12 p. doi:10.1371/journal.pone.0201081. ECOREF#:191059"
"111988499","Thiacloprid","Red Mason Bee","Mortality","Mortality","LD50","2019","1","Beadle,K., K.S. Singh, B.J. Troczka, E. Randall, M. Zaworra, C.T. Zimmer, A. Hayward, R. Reid, L. Kor, M. Kohler, B. Bu (2019). Genomic Insights into Neonicotinoid Sensitivity in the Solitary Bee Osmia bicornis. PLoS Genet., 15, (2), 19 p. doi:10.1371/journal.pgen.1007903. ECOREF#:191117"
"111988499","Thiacloprid","Sand Wasp","Development","Metamorphosis","LOEL","2020","1","Heneberg,P., P. Bogusch, A. Astapenkova, and M. Rezac (2020). Neonicotinoid Insecticides Hinder the Pupation and Metamorphosis into Adults in a Crabronid Wasp. Sci. Rep., 10, (1), 10 p. doi:10.1038/s41598-020-63958-w. ECOREF#:183867"
"111988499","Thiacloprid","Sand Wasp","Development","Metamorphosis","NOEL","2020","2","Heneberg,P., P. Bogusch, A. Astapenkova, and M. Rezac (2020). Neonicotinoid Insecticides Hinder the Pupation and Metamorphosis into Adults in a Crabronid Wasp. Sci. Rep., 10, (1), 10 p. doi:10.1038/s41598-020-63958-w. ECOREF#:183867"
"111988499","Thiacloprid","Sand Wasp","Development","Pupation","NOEL","2020","2","Heneberg,P., P. Bogusch, A. Astapenkova, and M. Rezac (2020). Neonicotinoid Insecticides Hinder the Pupation and Metamorphosis into Adults in a Crabronid Wasp. Sci. Rep., 10, (1), 10 p. doi:10.1038/s41598-020-63958-w. ECOREF#:183867"
"111988499","Thiacloprid","Sand Wasp","Mortality","Mean time of death","NOEL","2020","1","Heneberg,P., P. Bogusch, A. Astapenkova, and M. Rezac (2020). Neonicotinoid Insecticides Hinder the Pupation and Metamorphosis into Adults in a Crabronid Wasp. Sci. Rep., 10, (1), 10 p. doi:10.1038/s41598-020-63958-w. ECOREF#:183867"
"111988499","Thiacloprid","Sand Wasp","Mortality","Survival","LOEL","2020","1","Heneberg,P., P. Bogusch, A. Astapenkova, and M. Rezac (2020). Neonicotinoid Insecticides Hinder the Pupation and Metamorphosis into Adults in a Crabronid Wasp. Sci. Rep., 10, (1), 10 p. doi:10.1038/s41598-020-63958-w. ECOREF#:183867"
"111988499","Thiacloprid","Southern House Mosquito","Mortality","Mortality","LC50","2015","1","Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju (2015). Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res., 142, 64-70. doi:10.4103/0971-5916.176624. ECOREF#:173152"
"111988499","Thiacloprid","Southern House Mosquito","Mortality","Mortality","LC90","2015","1","Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju (2015). Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res., 142, 64-70. doi:10.4103/0971-5916.176624. ECOREF#:173152"
"111988499","Thiacloprid","Spiralling Whitefly","Population","Abundance","LOEL","2017","2","Boopathi,T., K.S. Meena, M. Ravi, and K. Thirunavukarasu (2017). Impact of Insecticides on Spiralling Whitefly, Aleurodicus dispersus (Hemiptera: Aleyrodidae) and Its Natural Enemy Complex in Cassava Under Open Field Conditions. Crop Prot., 94, 137-143. doi:10.1016/j.cropro.2016.12.021. ECOREF#:175406"
"111988499","Thiacloprid","Stingless Bee","Behavior","Distance moved, change in direct movement","LOEL","2019","2","Jacob,C.R.D.O., O.Z. Zanardi, J.B. Malaquias, C.A. Souza Silva, and P.T. Yamamoto (2019). The Impact of Four Widely Used Neonicotinoid Insecticides on Tetragonisca angustula (Latreille) (Hymenoptera: Apidae). Chemosphere, 224, 65-70. doi:10.1016/j.chemosphere.2019.02.105. ECOREF#:183611"
"111988499","Thiacloprid","Stingless Bee","Behavior","Distance moved, change in direct movement","LOEL","2019","5","Jacob,C.R.O., J.B. Malaquias, O.Z. Zanardi, C.A.S. Silva, J.F.O. Jacob, and P.T. Yamamoto (2019). Oral Acute Toxicity and Impact of Neonicotinoids on Apis mellifera L. and Scaptotrigona Postica latreille (Hymenoptera: Apidae). Ecotoxicology, 28, (7), 744-753. doi:10.1007/s10646-019-02070-w. ECOREF#:184482"
"111988499","Thiacloprid","Stingless Bee","Behavior","Distance moved, change in direct movement","NOEL","2019","1","Jacob,C.R.D.O., O.Z. Zanardi, J.B. Malaquias, C.A. Souza Silva, and P.T. Yamamoto (2019). The Impact of Four Widely Used Neonicotinoid Insecticides on Tetragonisca angustula (Latreille) (Hymenoptera: Apidae). Chemosphere, 224, 65-70. doi:10.1016/j.chemosphere.2019.02.105. ECOREF#:183611"
"111988499","Thiacloprid","Stingless Bee","Behavior","Rest","LOEL","2019","2","Jacob,C.R.D.O., O.Z. Zanardi, J.B. Malaquias, C.A. Souza Silva, and P.T. Yamamoto (2019). The Impact of Four Widely Used Neonicotinoid Insecticides on Tetragonisca angustula (Latreille) (Hymenoptera: Apidae). Chemosphere, 224, 65-70. doi:10.1016/j.chemosphere.2019.02.105. ECOREF#:183611"
"111988499","Thiacloprid","Stingless Bee","Mortality","Mortality","LC50","2019","1","Jacob,C.R.D.O., O.Z. Zanardi, J.B. Malaquias, C.A. Souza Silva, and P.T. Yamamoto (2019). The Impact of Four Widely Used Neonicotinoid Insecticides on Tetragonisca angustula (Latreille) (Hymenoptera: Apidae). Chemosphere, 224, 65-70. doi:10.1016/j.chemosphere.2019.02.105. ECOREF#:183611"
"111988499","Thiacloprid","Stingless Bee","Mortality","Mortality","LC50","2019","1","Jacob,C.R.O., J.B. Malaquias, O.Z. Zanardi, C.A.S. Silva, J.F.O. Jacob, and P.T. Yamamoto (2019). Oral Acute Toxicity and Impact of Neonicotinoids on Apis mellifera L. and Scaptotrigona Postica latreille (Hymenoptera: Apidae). Ecotoxicology, 28, (7), 744-753. doi:10.1007/s10646-019-02070-w. ECOREF#:184482"
"111988499","Thiacloprid","Sweetpotato Whitefly","Population","Abundance","LOEL","2015","3","Chaudhari,A.J., D.M. Korat, and M.R. Dabhi (2015). Bio-Efficacy of Newer Insecticides Against Major Insect Pests of Indian Bean, Lablab purpureus L. L. Krishna Naik, 28, (4), 616-619. ECOREF#:187435"
"111988499","Thiacloprid","Thrip","Population","Abundance","LOEL","2015","3","Chaudhari,A.J., D.M. Korat, and M.R. Dabhi (2015). Bio-Efficacy of Newer Insecticides Against Major Insect Pests of Indian Bean, Lablab purpureus L. L. Krishna Naik, 28, (4), 616-619. ECOREF#:187435"
"111988499","Thiacloprid","Thrip Order","Population","Abundance","LOEL","2018","4","Ding,J.F., H. Li, Z.Q. Zhang, J. Lin, F. Liu, and W. Mu (2018). Thiamethoxam, Clothianidin, and Imidacloprid Seed Treatments Effectively Control Thrips on Corn Under Field Conditions. J. Insect Sci., 18, (6), 8 p. doi:10.1093/jisesa/iey128. ECOREF#:183605"
"111988499","Thiacloprid","Thrip Order","Population","Abundance","NOEL","2018","3","Ding,J.F., H. Li, Z.Q. Zhang, J. Lin, F. Liu, and W. Mu (2018). Thiamethoxam, Clothianidin, and Imidacloprid Seed Treatments Effectively Control Thrips on Corn Under Field Conditions. J. Insect Sci., 18, (6), 8 p. doi:10.1093/jisesa/iey128. ECOREF#:183605"
"111988499","Thiacloprid","Two Spotted Lady Beetle","Mortality","Mortality","NR-LETH","2020","1","Holy,K., and J. Stara (2020). Laboratory Evaluation of the Effect of Insecticides on Chrysoperla carnea (Neuroptera: Chrysopidae), Forficula auricularia (Dermaptera: Forficulidae), Adalia bipunctata (Coleoptera: Coccinellidae) and Harmonia axyridis . Acta Univ. Agric. Silvic. Mend. Brun., 68, (3), 497-506. doi:10.11118/actaun202068030497. ECOREF#:185343"
"111988499","Thiacloprid","Two-Spotted Spider Mite","Mortality","Hatch","NOEL","2018","1","Schmidt-Jeffris,R.A., and E.H. Beers (2018). Potential Impacts of Orchard Pesticides on Tetranychus urticae: A Predator-Prey Perspective. Crop Prot., 103, 56-64. doi:10.1016/j.cropro.2017.09.009. ECOREF#:184243"
"111988499","Thiacloprid","Two-Spotted Spider Mite","Mortality","Mortality","NOEL","2018","1","Schmidt-Jeffris,R.A., and E.H. Beers (2018). Potential Impacts of Orchard Pesticides on Tetranychus urticae: A Predator-Prey Perspective. Crop Prot., 103, 56-64. doi:10.1016/j.cropro.2017.09.009. ECOREF#:184243"
"111988499","Thiacloprid","Two-Spotted Spider Mite","Mortality","Survival","NOEL","2018","1","Schmidt-Jeffris,R.A., and E.H. Beers (2018). Potential Impacts of Orchard Pesticides on Tetranychus urticae: A Predator-Prey Perspective. Crop Prot., 103, 56-64. doi:10.1016/j.cropro.2017.09.009. ECOREF#:184243"
"111988499","Thiacloprid","Two-Spotted Spider Mite","Reproduction","Fecundity","NOEL","2018","1","Schmidt-Jeffris,R.A., and E.H. Beers (2018). Potential Impacts of Orchard Pesticides on Tetranychus urticae: A Predator-Prey Perspective. Crop Prot., 103, 56-64. doi:10.1016/j.cropro.2017.09.009. ECOREF#:184243"
"111988499","Thiacloprid","Two-Spotted Spider Mite","Reproduction","Progeny counts/numbers","NR","2018","1","Schmidt-Jeffris,R.A., and E.H. Beers (2018). Potential Impacts of Orchard Pesticides on Tetranychus urticae: A Predator-Prey Perspective. Crop Prot., 103, 56-64. doi:10.1016/j.cropro.2017.09.009. ECOREF#:184243"
"111988499","Thiacloprid","Weaver Spider","Behavior","Web-building","LOEL","2019","2","Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892"
"111988499","Thiacloprid","Weaver Spider","Behavior","Web-building","NOEL","2019","2","Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892"
"111988499","Thiacloprid","Weaver Spider","Mortality","Mortality","LOEL","2019","2","Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892"
"111988499","Thiacloprid","Wolf Spider","Feeding behavior","Predatory  behavior","LOEL","2019","1","Korenko,S., P. Saska, K. Kysilkova, M. Rezac, and P. Heneberg (2019). Prey Contaminated with Neonicotinoids Induces Feeding Deterrent Behavior of a Common Farmland Spider. Sci. Rep., 9, 8. doi:10.1038/s41598-019-52302-6. ECOREF#:183897"
"111988499","Thiacloprid","Wolf Spider","Reproduction","Courtship behavior","NOEL","2020","8","Korenko,S., J. Sykora, M. Rezac, and P. Heneberg (2020). Neonicotinoids Suppress Contact Chemoreception in a Common Farmland Spider. Sci. Rep., 10, (1), 8 p. doi:10.1038/s41598-020-63955-z. ECOREF#:187158"
